upstream_symbol	value	declaration_names	runtime_reverse_name	classification_markers	source_locations	moonbit_implementation	test_location	status
SyntaxKind[73]	73	GreaterThanGreaterThanGreaterThanEqualsToken	GreaterThanGreaterThanGreaterThanEqualsToken		GreaterThanGreaterThanGreaterThanEqualsToken@src/compiler/types.ts:125	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[74]	74	AmpersandEqualsToken	AmpersandEqualsToken		AmpersandEqualsToken@src/compiler/types.ts:126	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[75]	75	BarEqualsToken	BarEqualsToken		BarEqualsToken@src/compiler/types.ts:127	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[76]	76	BarBarEqualsToken	BarBarEqualsToken		BarBarEqualsToken@src/compiler/types.ts:128	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[77]	77	AmpersandAmpersandEqualsToken	AmpersandAmpersandEqualsToken		AmpersandAmpersandEqualsToken@src/compiler/types.ts:129	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[78]	78	QuestionQuestionEqualsToken	QuestionQuestionEqualsToken		QuestionQuestionEqualsToken@src/compiler/types.ts:130	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[79]	79	CaretEqualsToken	LastBinaryOperator	LastAssignment, LastCompoundAssignment, LastPunctuation, LastBinaryOperator	CaretEqualsToken@src/compiler/types.ts:131, LastAssignment@src/compiler/types.ts:460, LastCompoundAssignment@src/compiler/types.ts:462, LastPunctuation@src/compiler/types.ts:472, LastBinaryOperator@src/compiler/types.ts:482	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[80]	80	Identifier	Identifier		Identifier@src/compiler/types.ts:133	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[81]	81	PrivateIdentifier	PrivateIdentifier		PrivateIdentifier@src/compiler/types.ts:134	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[82]	82	JSDocCommentTextToken	JSDocCommentTextToken		JSDocCommentTextToken@src/compiler/types.ts:139	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[83]	83	BreakKeyword	FirstKeyword	FirstReservedWord, FirstKeyword	BreakKeyword@src/compiler/types.ts:141, FirstReservedWord@src/compiler/types.ts:463, FirstKeyword@src/compiler/types.ts:465	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[84]	84	CaseKeyword	CaseKeyword		CaseKeyword@src/compiler/types.ts:142	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[85]	85	CatchKeyword	CatchKeyword		CatchKeyword@src/compiler/types.ts:143	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[86]	86	ClassKeyword	ClassKeyword		ClassKeyword@src/compiler/types.ts:144	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[87]	87	ConstKeyword	ConstKeyword		ConstKeyword@src/compiler/types.ts:145	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[88]	88	ContinueKeyword	ContinueKeyword		ContinueKeyword@src/compiler/types.ts:146	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[89]	89	DebuggerKeyword	DebuggerKeyword		DebuggerKeyword@src/compiler/types.ts:147	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[90]	90	DefaultKeyword	DefaultKeyword		DefaultKeyword@src/compiler/types.ts:148	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[91]	91	DeleteKeyword	DeleteKeyword		DeleteKeyword@src/compiler/types.ts:149	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[92]	92	DoKeyword	DoKeyword		DoKeyword@src/compiler/types.ts:150	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[93]	93	ElseKeyword	ElseKeyword		ElseKeyword@src/compiler/types.ts:151	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[94]	94	EnumKeyword	EnumKeyword		EnumKeyword@src/compiler/types.ts:152	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[95]	95	ExportKeyword	ExportKeyword		ExportKeyword@src/compiler/types.ts:153	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[96]	96	ExtendsKeyword	ExtendsKeyword		ExtendsKeyword@src/compiler/types.ts:154	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[97]	97	FalseKeyword	FalseKeyword		FalseKeyword@src/compiler/types.ts:155	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[98]	98	FinallyKeyword	FinallyKeyword		FinallyKeyword@src/compiler/types.ts:156	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[99]	99	ForKeyword	ForKeyword		ForKeyword@src/compiler/types.ts:157	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[100]	100	FunctionKeyword	FunctionKeyword		FunctionKeyword@src/compiler/types.ts:158	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[101]	101	IfKeyword	IfKeyword		IfKeyword@src/compiler/types.ts:159	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[102]	102	ImportKeyword	ImportKeyword		ImportKeyword@src/compiler/types.ts:160	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[103]	103	InKeyword	InKeyword		InKeyword@src/compiler/types.ts:161	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[104]	104	InstanceOfKeyword	InstanceOfKeyword		InstanceOfKeyword@src/compiler/types.ts:162	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[105]	105	NewKeyword	NewKeyword		NewKeyword@src/compiler/types.ts:163	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[106]	106	NullKeyword	NullKeyword		NullKeyword@src/compiler/types.ts:164	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[107]	107	ReturnKeyword	ReturnKeyword		ReturnKeyword@src/compiler/types.ts:165	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[108]	108	SuperKeyword	SuperKeyword		SuperKeyword@src/compiler/types.ts:166	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[109]	109	SwitchKeyword	SwitchKeyword		SwitchKeyword@src/compiler/types.ts:167	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[110]	110	ThisKeyword	ThisKeyword		ThisKeyword@src/compiler/types.ts:168	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[111]	111	ThrowKeyword	ThrowKeyword		ThrowKeyword@src/compiler/types.ts:169	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[112]	112	TrueKeyword	TrueKeyword		TrueKeyword@src/compiler/types.ts:170	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[113]	113	TryKeyword	TryKeyword		TryKeyword@src/compiler/types.ts:171	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[114]	114	TypeOfKeyword	TypeOfKeyword		TypeOfKeyword@src/compiler/types.ts:172	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[115]	115	VarKeyword	VarKeyword		VarKeyword@src/compiler/types.ts:173	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[116]	116	VoidKeyword	VoidKeyword		VoidKeyword@src/compiler/types.ts:174	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[117]	117	WhileKeyword	WhileKeyword		WhileKeyword@src/compiler/types.ts:175	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[118]	118	WithKeyword	LastReservedWord	LastReservedWord	WithKeyword@src/compiler/types.ts:176, LastReservedWord@src/compiler/types.ts:464	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[119]	119	ImplementsKeyword	FirstFutureReservedWord	FirstFutureReservedWord	ImplementsKeyword@src/compiler/types.ts:178, FirstFutureReservedWord@src/compiler/types.ts:467	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[120]	120	InterfaceKeyword	InterfaceKeyword		InterfaceKeyword@src/compiler/types.ts:179	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[121]	121	LetKeyword	LetKeyword		LetKeyword@src/compiler/types.ts:180	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[122]	122	PackageKeyword	PackageKeyword		PackageKeyword@src/compiler/types.ts:181	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[123]	123	PrivateKeyword	PrivateKeyword		PrivateKeyword@src/compiler/types.ts:182	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[124]	124	ProtectedKeyword	ProtectedKeyword		ProtectedKeyword@src/compiler/types.ts:183	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[125]	125	PublicKeyword	PublicKeyword		PublicKeyword@src/compiler/types.ts:184	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[126]	126	StaticKeyword	StaticKeyword		StaticKeyword@src/compiler/types.ts:185	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[127]	127	YieldKeyword	LastFutureReservedWord	LastFutureReservedWord	YieldKeyword@src/compiler/types.ts:186, LastFutureReservedWord@src/compiler/types.ts:468	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[128]	128	AbstractKeyword	FirstContextualKeyword	FirstContextualKeyword	AbstractKeyword@src/compiler/types.ts:188, FirstContextualKeyword@src/compiler/types.ts:490	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[129]	129	AccessorKeyword	AccessorKeyword		AccessorKeyword@src/compiler/types.ts:189	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[130]	130	AsKeyword	AsKeyword		AsKeyword@src/compiler/types.ts:190	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[131]	131	AssertsKeyword	AssertsKeyword		AssertsKeyword@src/compiler/types.ts:191	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[132]	132	AssertKeyword	AssertKeyword		AssertKeyword@src/compiler/types.ts:192	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[133]	133	AnyKeyword	AnyKeyword		AnyKeyword@src/compiler/types.ts:193	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[134]	134	AsyncKeyword	AsyncKeyword		AsyncKeyword@src/compiler/types.ts:194	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[135]	135	AwaitKeyword	AwaitKeyword		AwaitKeyword@src/compiler/types.ts:195	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[136]	136	BooleanKeyword	BooleanKeyword		BooleanKeyword@src/compiler/types.ts:196	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[137]	137	ConstructorKeyword	ConstructorKeyword		ConstructorKeyword@src/compiler/types.ts:197	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[138]	138	DeclareKeyword	DeclareKeyword		DeclareKeyword@src/compiler/types.ts:198	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[139]	139	GetKeyword	GetKeyword		GetKeyword@src/compiler/types.ts:199	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[140]	140	InferKeyword	InferKeyword		InferKeyword@src/compiler/types.ts:200	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[141]	141	IntrinsicKeyword	IntrinsicKeyword		IntrinsicKeyword@src/compiler/types.ts:201	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[142]	142	IsKeyword	IsKeyword		IsKeyword@src/compiler/types.ts:202	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[143]	143	KeyOfKeyword	KeyOfKeyword		KeyOfKeyword@src/compiler/types.ts:203	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[144]	144	ModuleKeyword	ModuleKeyword		ModuleKeyword@src/compiler/types.ts:204	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[145]	145	NamespaceKeyword	NamespaceKeyword		NamespaceKeyword@src/compiler/types.ts:205	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[146]	146	NeverKeyword	NeverKeyword		NeverKeyword@src/compiler/types.ts:206	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[147]	147	OutKeyword	OutKeyword		OutKeyword@src/compiler/types.ts:207	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[148]	148	ReadonlyKeyword	ReadonlyKeyword		ReadonlyKeyword@src/compiler/types.ts:208	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[149]	149	RequireKeyword	RequireKeyword		RequireKeyword@src/compiler/types.ts:209	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[150]	150	NumberKeyword	NumberKeyword		NumberKeyword@src/compiler/types.ts:210	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[151]	151	ObjectKeyword	ObjectKeyword		ObjectKeyword@src/compiler/types.ts:211	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[152]	152	SatisfiesKeyword	SatisfiesKeyword		SatisfiesKeyword@src/compiler/types.ts:212	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[153]	153	SetKeyword	SetKeyword		SetKeyword@src/compiler/types.ts:213	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[154]	154	StringKeyword	StringKeyword		StringKeyword@src/compiler/types.ts:214	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[155]	155	SymbolKeyword	SymbolKeyword		SymbolKeyword@src/compiler/types.ts:215	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[156]	156	TypeKeyword	TypeKeyword		TypeKeyword@src/compiler/types.ts:216	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[157]	157	UndefinedKeyword	UndefinedKeyword		UndefinedKeyword@src/compiler/types.ts:217	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[158]	158	UniqueKeyword	UniqueKeyword		UniqueKeyword@src/compiler/types.ts:218	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[159]	159	UnknownKeyword	UnknownKeyword		UnknownKeyword@src/compiler/types.ts:219	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[160]	160	UsingKeyword	UsingKeyword		UsingKeyword@src/compiler/types.ts:220	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[161]	161	FromKeyword	FromKeyword		FromKeyword@src/compiler/types.ts:221	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[162]	162	GlobalKeyword	GlobalKeyword		GlobalKeyword@src/compiler/types.ts:222	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[163]	163	BigIntKeyword	BigIntKeyword		BigIntKeyword@src/compiler/types.ts:223	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[164]	164	OverrideKeyword	OverrideKeyword		OverrideKeyword@src/compiler/types.ts:224	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[165]	165	OfKeyword	OfKeyword		OfKeyword@src/compiler/types.ts:225	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[166]	166	DeferKeyword	LastContextualKeyword	LastKeyword, LastToken, LastContextualKeyword	DeferKeyword@src/compiler/types.ts:226, LastKeyword@src/compiler/types.ts:466, LastToken@src/compiler/types.ts:474, LastContextualKeyword@src/compiler/types.ts:491	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[167]	167	QualifiedName	FirstNode	FirstNode	QualifiedName@src/compiler/types.ts:231, FirstNode@src/compiler/types.ts:485	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[168]	168	ComputedPropertyName	ComputedPropertyName		ComputedPropertyName@src/compiler/types.ts:232	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[169]	169	TypeParameter	TypeParameter		TypeParameter@src/compiler/types.ts:234	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[170]	170	Parameter	Parameter		Parameter@src/compiler/types.ts:235	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[171]	171	Decorator	Decorator		Decorator@src/compiler/types.ts:236	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[172]	172	PropertySignature	PropertySignature		PropertySignature@src/compiler/types.ts:238	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[173]	173	PropertyDeclaration	PropertyDeclaration		PropertyDeclaration@src/compiler/types.ts:239	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
SyntaxKind[174]	174	MethodSignature	MethodSignature		MethodSignature@src/compiler/types.ts:240	syntax_kind.mbt; syntax_kind_names.mbt; syntax_kind_markers.mbt	syntax_kind_wbtest.mbt; scripts/audit-moonbit-syntax-kind.mjs	complete
